demographic/gender,interaction/schema/version,interaction/source,interaction/author/username,interaction/author/name,interaction/author/id,interaction/author/avatar,interaction/author/link,interaction/type,interaction/created_at,interaction/content,interaction/id,interaction/link,klout/score,language/tag,language/confidence,twitter/id,twitter/retweet/text,twitter/retweet/id,twitter/retweet/user/name,twitter/retweet/user/url,twitter/retweet/user/description,twitter/retweet/user/location,twitter/retweet/user/statuses_count,twitter/retweet/user/followers_count,twitter/retweet/user/friends_count,twitter/retweet/user/screen_name,twitter/retweet/user/profile_image_url,twitter/retweet/user/lang,twitter/retweet/user/id,twitter/retweet/user/id_str,twitter/retweet/user/created_at,twitter/retweet/source,twitter/retweet/count,twitter/retweet/created_at,twitter/retweet/mentions/0,twitter/retweet/mentions/1,twitter/retweet/mentions/2,twitter/retweet/mention_ids/0,twitter/retweet/mention_ids/1,twitter/retweet/mention_ids/2,twitter/retweeted/id,twitter/retweeted/user/name,twitter/retweeted/user/url,twitter/retweeted/user/description,twitter/retweeted/user/location,twitter/retweeted/user/statuses_count,twitter/retweeted/user/followers_count,twitter/retweeted/user/friends_count,twitter/retweeted/user/screen_name,twitter/retweeted/user/profile_image_url,twitter/retweeted/user/lang,twitter/retweeted/user/time_zone,twitter/retweeted/user/utc_offset,twitter/retweeted/user/listed_count,twitter/retweeted/user/id,twitter/retweeted/user/id_str,twitter/retweeted/user/created_at,twitter/retweeted/source,twitter/retweeted/created_at,twitter/in_reply_to_screen_name,twitter/in_reply_to_user_id,twitter/in_reply_to_status_id,interaction/geo/latitude,interaction/geo/longitude,twitter/created_at,twitter/geo/latitude,twitter/geo/longitude,twitter/mention_ids/0,twitter/mentions/0,twitter/place/id,twitter/place/url,twitter/place/place_type,twitter/place/country,twitter/place/country_code,twitter/place/full_name,twitter/place/name,twitter/source,twitter/text,twitter/user/name,twitter/user/url,twitter/user/description,twitter/user/location,twitter/user/statuses_count,twitter/user/followers_count,twitter/user/friends_count,twitter/user/screen_name,twitter/user/profile_image_url,twitter/user/lang,twitter/user/time_zone,twitter/user/utc_offset,twitter/user/id,twitter/user/id_str,twitter/user/geo_enabled,twitter/user/created_at,salience/content/sentiment,twitter/retweet/user/time_zone,twitter/retweet/user/utc_offset,twitter/retweet/hashtags/0,twitter/user/listed_count,twitter/retweet/user/geo_enabled,twitter/retweeted/user/geo_enabled,facebook/application,facebook/author/name,facebook/author/id,facebook/author/link,facebook/author/avatar,facebook/caption,facebook/description,facebook/id,facebook/link,facebook/message,facebook/name,facebook/source,facebook/to/names/0,facebook/to/names/1,facebook/to/names/2,facebook/to/ids/0,facebook/to/ids/1,facebook/to/ids/2,facebook/type,interaction/title,links/code/0,links/created_at/0,links/normalized_url/0,links/retweet_count/0,links/title/0,links/url/0,salience/content/entities/0/name,salience/content/entities/0/type,salience/content/entities/0/label,salience/content/entities/0/sentiment,salience/content/entities/0/evidence,salience/content/entities/0/confident,salience/content/entities/0/about,salience/content/entities/1/name,salience/content/entities/1/type,salience/content/entities/1/label,salience/content/entities/1/sentiment,salience/content/entities/1/evidence,salience/content/entities/1/confident,salience/content/entities/1/about,salience/content/entities/2/name,salience/content/entities/2/type,salience/content/entities/2/label,salience/content/entities/2/sentiment,salience/content/entities/2/evidence,salience/content/entities/2/confident,salience/content/entities/2/about,salience/content/entities/2/themes/0,salience/title/sentiment,links/hops/0/0,links/hops/0/1,twitter/domains/0,twitter/links/0,twitter/retweet/user/listed_count,twitter/retweet/mentions/3,twitter/retweet/mentions/4,twitter/retweet/mentions/5,twitter/retweet/mention_ids/3,twitter/retweet/mention_ids/4,twitter/retweet/mention_ids/5,twitter/retweet/mentions/6,twitter/retweet/mention_ids/6,twitter/retweeted/user/verified,salience/content/entities/3/name,salience/content/entities/3/type,salience/content/entities/3/label,salience/content/entities/3/sentiment,salience/content/entities/3/evidence,salience/content/entities/3/confident,salience/content/entities/3/about,salience/content/entities/4/name,salience/content/entities/4/type,salience/content/entities/4/label,salience/content/entities/4/sentiment,salience/content/entities/4/evidence,salience/content/entities/4/confident,salience/content/entities/4/about,salience/content/entities/5/name,salience/content/entities/5/type,salience/content/entities/5/label,salience/content/entities/5/sentiment,salience/content/entities/5/evidence,salience/content/entities/5/confident,salience/content/entities/5/about,salience/content/entities/6/name,salience/content/entities/6/type,salience/content/entities/6/label,salience/content/entities/6/sentiment,salience/content/entities/6/evidence,salience/content/entities/6/confident,salience/content/entities/6/about,salience/content/entities/7/name,salience/content/entities/7/type,salience/content/entities/7/label,salience/content/entities/7/sentiment,salience/content/entities/7/evidence,salience/content/entities/7/confident,salience/content/entities/7/about,salience/content/entities/8/name,salience/content/entities/8/type,salience/content/entities/8/label,salience/content/entities/8/sentiment,salience/content/entities/8/evidence,salience/content/entities/8/confident,salience/content/entities/8/about,salience/content/entities/9/name,salience/content/entities/9/type,salience/content/entities/9/label,salience/content/entities/9/sentiment,salience/content/entities/9/evidence,salience/content/entities/9/confident,salience/content/entities/9/about,salience/content/entities/10/name,salience/content/entities/10/type,salience/content/entities/10/label,salience/content/entities/10/sentiment,salience/content/entities/10/evidence,salience/content/entities/10/confident,salience/content/entities/10/about,salience/content/entities/0/themes/0,twitter/retweet/media/0/id,twitter/retweet/media/0/id_str,twitter/retweet/media/0/media_url,twitter/retweet/media/0/media_url_https,twitter/retweet/media/0/url,twitter/retweet/media/0/display_url,twitter/retweet/media/0/expanded_url,twitter/retweet/media/0/type,twitter/retweet/media/0/sizes/medium/w,twitter/retweet/media/0/sizes/medium/h,twitter/retweet/media/0/sizes/medium/resize,twitter/retweet/media/0/sizes/small/w,twitter/retweet/media/0/sizes/small/h,twitter/retweet/media/0/sizes/small/resize,twitter/retweet/media/0/sizes/large/w,twitter/retweet/media/0/sizes/large/h,twitter/retweet/media/0/sizes/large/resize,twitter/retweet/media/0/sizes/thumb/w,twitter/retweet/media/0/sizes/thumb/h,twitter/retweet/media/0/sizes/thumb/resize,twitter/retweet/media/0/source_status_id,twitter/retweet/media/0/source_status_id_str,facebook/likes/count,facebook/likes/names/0,facebook/likes/names/1,facebook/likes/ids/0,facebook/likes/ids/1,salience/content/entities/0/themes/1,salience/content/entities/0/themes/2,salience/content/entities/1/themes/0,salience/content/entities/1/themes/1,salience/content/entities/1/themes/2,salience/content/entities/8/themes/0,salience/content/entities/9/themes/0,salience/content/entities/10/themes/0,salience/content/entities/11/name,salience/content/entities/11/type,salience/content/entities/11/label,salience/content/entities/11/sentiment,salience/content/entities/11/evidence,salience/content/entities/11/confident,salience/content/entities/11/about,salience/content/entities/11/themes/0,salience/content/entities/11/themes/1,salience/content/entities/12/name,salience/content/entities/12/type,salience/content/entities/12/label,salience/content/entities/12/sentiment,salience/content/entities/12/evidence,salience/content/entities/12/confident,salience/content/entities/12/about,salience/content/entities/12/themes/0,salience/content/entities/12/themes/1,salience/content/entities/13/name,salience/content/entities/13/type,salience/content/entities/13/label,salience/content/entities/13/sentiment,salience/content/entities/13/evidence,salience/content/entities/13/confident,salience/content/entities/13/about,salience/content/entities/13/themes/0,salience/content/entities/13/themes/1,salience/content/entities/14/name,salience/content/entities/14/type,salience/content/entities/14/label,salience/content/entities/14/sentiment,salience/content/entities/14/evidence,salience/content/entities/14/confident,salience/content/entities/14/about,salience/content/entities/14/themes/0,salience/content/entities/15/name,salience/content/entities/15/type,salience/content/entities/15/label,salience/content/entities/15/sentiment,salience/content/entities/15/evidence,salience/content/entities/15/confident,salience/content/entities/15/about,salience/content/entities/15/themes/0,salience/title/entities/0/name,salience/title/entities/0/type,salience/title/entities/0/label,salience/title/entities/0/sentiment,salience/title/entities/0/evidence,salience/title/entities/0/confident,salience/title/entities/0/about,salience/title/entities/0/themes/0,salience/title/entities/1/name,salience/title/entities/1/type,salience/title/entities/1/label,salience/title/entities/1/sentiment,salience/title/entities/1/evidence,salience/title/entities/1/confident,salience/title/entities/1/about,salience/title/entities/1/themes/0,salience/content/entities/0/themes/3,twitter/hashtags/0,links/hops/0/2,blog/created_at,blog/id,blog/content,blog/title,blog/link,blog/contenttype,blog/type,blog/domain,blog/post/link,blog/post/created_at,blog/post/title,interaction/contenttype,twitter/hashtags/1,twitter/hashtags/2,salience/content/entities/1/themes/3,salience/content/entities/2/themes/1,salience/content/entities/2/themes/2,salience/content/entities/2/themes/3,salience/content/entities/2/themes/4,salience/content/entities/3/themes/0,salience/content/entities/3/themes/1,salience/content/entities/3/themes/2,salience/content/entities/3/themes/3,salience/content/entities/3/themes/4,salience/content/entities/4/themes/0,twitter/retweet/links/0,twitter/retweet/domains/0,salience/content/entities/5/themes/0,salience/content/entities/6/themes/0,salience/content/entities/7/themes/0,salience/content/entities/2/themes/5,salience/content/entities/2/themes/6,salience/content/entities/2/themes/7,salience/content/entities/2/themes/8,salience/content/entities/2/themes/9,salience/content/entities/4/themes/1,salience/content/entities/4/themes/2,salience/content/entities/4/themes/3,salience/content/entities/5/themes/1,salience/content/entities/5/themes/2,salience/content/entities/5/themes/3,salience/content/entities/5/themes/4,salience/content/entities/5/themes/5,salience/content/entities/6/themes/1,salience/content/entities/6/themes/2,salience/content/entities/6/themes/3,salience/content/entities/6/themes/4,salience/content/entities/6/themes/5,salience/content/entities/7/themes/1,salience/content/entities/8/themes/1,salience/content/entities/8/themes/2,salience/content/entities/8/themes/3,salience/content/entities/8/themes/4,salience/content/entities/8/themes/5,salience/content/entities/8/themes/6,salience/content/entities/8/themes/7,salience/content/entities/8/themes/8,salience/content/entities/8/themes/9,salience/content/entities/8/themes/10,salience/content/entities/8/themes/11,salience/content/entities/8/themes/12,salience/content/entities/9/themes/1,salience/content/entities/9/themes/2,salience/content/entities/10/themes/1,salience/content/entities/10/themes/2,salience/content/entities/11/themes/2,salience/content/entities/11/themes/3,salience/content/entities/11/themes/4,salience/content/entities/11/themes/5,salience/content/entities/11/themes/6,salience/content/entities/11/themes/7,salience/content/entities/0/themes/4,trends/type/0,trends/type/1,trends/type/2,trends/type/3,trends/type/4,trends/type/5,trends/type/6,trends/type/7,trends/type/8,trends/type/9,trends/type/10,trends/content/0,trends/source/0,twitter/media/0/id,twitter/media/0/id_str,twitter/media/0/media_url,twitter/media/0/media_url_https,twitter/media/0/url,twitter/media/0/display_url,twitter/media/0/expanded_url,twitter/media/0/type,twitter/media/0/sizes/large/w,twitter/media/0/sizes/large/h,twitter/media/0/sizes/large/resize,twitter/media/0/sizes/small/w,twitter/media/0/sizes/small/h,twitter/media/0/sizes/small/resize,twitter/media/0/sizes/thumb/w,twitter/media/0/sizes/thumb/h,twitter/media/0/sizes/thumb/resize,twitter/media/0/sizes/medium/w,twitter/media/0/sizes/medium/h,twitter/media/0/sizes/medium/resize,salience/content/entities/7/themes/2,blog/author/name,blog/author/link,salience/content/entities/0/themes/5,salience/content/entities/0/themes/6,salience/content/entities/1/themes/4,salience/content/entities/1/themes/5,salience/content/entities/1/themes/6,salience/content/entities/4/themes/4,salience/content/entities/4/themes/5,salience/content/entities/4/themes/6,salience/content/entities/4/themes/7,salience/content/entities/4/themes/8,salience/content/entities/4/themes/9,salience/content/entities/5/themes/6,salience/content/entities/5/themes/7,salience/content/entities/5/themes/8,salience/content/entities/5/themes/9,salience/content/entities/6/themes/6,salience/content/entities/6/themes/7,salience/content/entities/6/themes/8,salience/content/entities/6/themes/9,salience/content/entities/7/themes/3,salience/content/entities/7/themes/4,twitter/media/0/source_status_id,twitter/media/0/source_status_id_str,twitter/hashtags/3,twitter/retweet/hashtags/1
female,3,Twitter for BlackBerry®,Joey,Bailey ,6696689,http://a0.twimg.com/profile_images/365023527/image_normal.jpg,http://twitter.com/joey,twitter,"Thu, 14 Feb 2013 15:48:32 +0000",RT @Eliz_Tania: @natasha_putri_ @oocesc @uphie94 aq ini baru smpe rumah jm sgni... Dr td blm nyentuh bantal sm skali... :(,59094615862,http://twitter.com/joey/statuses/59094615862,48,ms,100,59094615862,@natasha_putri_ @oocesc @uphie94 aq ini baru smpe rumah jm sgni... Dr td blm nyentuh bantal sm skali... :(,302081900539949058,Putri Natasha,http://natashaputh.blogspot.com,#UNSOED English Language&Literature'12|Taurus Girl|17 May|18th|#Kyzishasyna|Music|Singer,Tangerang►Purwokerto►Tangerang,4495,243,395,natasha_putri_,http://a0.twimg.com/profile_images/3188167398/da2b934ce180173167ccf7a4ce2f915c_normal.jpeg,en,629408655,629408655,"Sat, 07 Jul 2012 13:32:26 +0000","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",1,"Thu, 14 Feb 2013 15:48:32 +0000",natasha_putri_,oocesc,uphie94,629408655,135025022,244886397,302081425056866307,La Diablo,http://crhapsody.multiply.com,Violinist - QUEENera - Torrista - MCRmy - random awkward girl,Indonesia,10088,376,873,Eliz_Tania,http://a0.twimg.com/profile_images/3215511748/a6fafa61016804da001c574e559fdefd_normal.jpeg,en,Pacific Time (US & Canada),-28800,1,148293592,148293592,"Wed, 26 May 2010 09:57:29 +0000","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","Thu, 14 Feb 2013 15:46:38 +0000",Bodybag,6471542,53663846058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,TweetCaster for Android,Apocryphus,Apocryphus ,2197151,http://a0.twimg.com/profile_images/297723588/image_normal.jpg,http://twitter.com/apocryphus,twitter,"Thu, 14 Feb 2013 15:48:32 +0000","Itu bukan dorrprise RT @mrs.: Iyaa bener,ya satu kantong darah, abis gitu dikasih makan nasi kotak sama snack  RT @:",19982277369,http://twitter.com/apocryphus/statuses/19982277369,45,ms,94,19982277369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mrs.,7282809,63879157020,-6.2360422,106.8508595,"Thu, 14 Feb 2013 15:48:32 +0000",-6.2360422,106.8508595,7282809,mrs.,62f9f7941af63107,http://api.twitter.com/1/geo/id/62f9f7941af63107.json,city,Indonesia,ID,"Tebet, Jakarta Selatan",Tebet,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","Itu bukan dorrprise RT @mrs.: Iyaa bener,ya satu kantong darah, abis gitu dikasih makan nasi kotak sama snack  RT @:",Apocryphus ,http://apocryphus.com,,madinah mecca,6295,182,416,Apocryphus,http://a0.twimg.com/profile_images/297723588/image_normal.jpg,en,Pacific Time (US & Canada),-28800,2197151,2197151,true,"Wed, 01 Jun 2011 10:29:28 +0000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
male,3,web,Malcolmm,Carrion Ii ,6775644,http://a0.twimg.com/profile_images/386690615/image_normal.jpg,http://twitter.com/malcolmm,twitter,"Thu, 14 Feb 2013 15:48:32 +0000","RT @01brazilieberr: #FelizDiaDaAmizade @fuckssdrew n se gostamos por um tempo, mas agora td mudou, te amo Cami &lt;3",42230363423,http://twitter.com/malcolmm/statuses/42230363423,39,pt,100,42230363423,"#FelizDiaDaAmizade @fuckssdrew n se gostamos por um tempo, mas agora td mudou, te amo Cami &lt;3",302081901269766144,18 dias,,01 de março de 1994,,41427,1561,934,fuckssdrew,http://a0.twimg.com/profile_images/3250352396/a56aad9509cb28d87ea2da81b650571c_normal.png,pt,550298963,550298963,"Tue, 10 Apr 2012 17:41:17 +0000",web,1,"Thu, 14 Feb 2013 15:48:32 +0000",fuckssdrew,,,550298963,,,302078371226062848,camis,http://ask.fm/brazilieberr,"once belieber, forever belieber",All Around The World,5711,418,624,01brazilieberr,http://a0.twimg.com/profile_images/3251953173/13c2078cee0843836931f5918d3f3a53_normal.jpeg,pt,Mid-Atlantic,-7200,,971000546,971000546,"Sun, 25 Nov 2012 23:45:30 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thu, 14 Feb 2013 15:34:30 +0000",Admiralprotocol,2930789,33282529260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,Brasilia,-10800,FelizDiaDaAmizade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
female,3,Twitter for BlackBerry®,Elizabethblis,Bones ,8577411,http://a0.twimg.com/profile_images/744617611/image_normal.jpg,http://twitter.com/elizabethblis,twitter,"Thu, 14 Feb 2013 15:48:32 +0000","Itu buat pcrnya kali yg jls bkn dr dini kaRT @askani: Lah td pmnya rendy? RT @ Boroboro ka ¬_¬ RT ""@askani: Nah iyaaka""",11131293186,http://twitter.com/elizabethblis/statuses/11131293186,40,id,100,11131293186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Askani,7281314,37697074911,,,"Thu, 14 Feb 2013 15:48:32 +0000",,,7281314,askani,,,,,,,,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","Itu buat pcrnya kali yg jls bkn dr dini kaRT @askani: Lah td pmnya rendy? RT @ Boroboro ka ¬_¬ RT ""@askani: Nah iyaaka""",Bones ,http://elizabethblis.com,,,46455,614,310,Elizabethblis,http://a0.twimg.com/profile_images/744617611/image_normal.jpg,en,Pacific Time (US & Canada),-28800,8577411,8577411,true,"Tue, 12 Oct 2010 12:05:24 +0000",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,Twitter for Android,Arrow,Arrow ,3295266,http://a0.twimg.com/profile_images/438618696/image_normal.jpg,http://twitter.com/arrow,twitter,"Thu, 14 Feb 2013 15:48:32 +0000",RT @frasedesarcasmo: —¡CUIDADO CON EL BESO! —¿Cuál bes...,79573151399,http://twitter.com/arrow/statuses/79573151399,38,af,62,79573151399,—¡CUIDADO CON EL BESO! —¿Cuál bes...,302081902704201728,~Forget and forgive~,," 97. CBPF !! Club Balonmano Palencia Femenino, CADETES MAS QUE UN EQUIPO. Orgullosa de ser de Monzón de Campos. Adicta a las canciones de Swan Fyahbwoy",Palencia,3193,140,249,215alejandra,http://a0.twimg.com/profile_images/3245141754/fe243f0730a6dcff4a0b4edaca1dc538_normal.jpeg,es,585030577,585030577,"Sat, 19 May 2012 19:21:44 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1726,"Thu, 14 Feb 2013 15:48:32 +0000",,,,,,,301009683974610944,Sarcasmos!,http://antiyou.org,"Síguenos, y llena tu TL de los mejores sarcasmos de todo twitter ,retweet si te indentificas. ♥",,42876,2009021,44,frasedesarcasmo,http://a0.twimg.com/profile_images/3216144619/fd4821b9aa34f5be2fe7a4d5317600eb_normal.gif,en,Caracas,-16200,6763,189534066,189534066,"Sat, 11 Sep 2010 14:46:05 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","Mon, 11 Feb 2013 16:47:55 +0000",Battleaxe,243729,88693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mostly_female,3,Facebook for iPhone (6628568379),Captainglory,Captain Glory ,7798146,http://a0.twimg.com/profile_images/942018856/image_normal.jpg,http://twitter.com/captainglory,facebook,"Thu, 14 Feb 2013 15:48:32 +0000","I don't share this info often, but today is a day to show others the love that has been given to me by Laci Rainbolt Friend, Carrie Robaina, Jennifer McKinney and so many others. These products have saved my life. I changed my eating, my exercise.....my whole life. I have tried to do these things before, and failed. Countless times. In 2011 I paid over $20,000 in medical bills. Sick all of the time. 3 bone marrow biopsies. Treatments that insurance wouldn't cover. I am sharing this because I want whoever out there needs to listen to this testimony video to listen. If you don't have any desire, please just disregard and move on. But I have to share what has helped me. Go to www.crazy4xyng.com and watch the video on the opening page. Then message me your thoughts and questions and I will put you in a drawing for a free product. If you are ready to order and get well, then tell me that too and we will make it happen today. Here's to love ;)",22616811515,http://twitter.com/captainglory/statuses/22616811515,,en,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Facebook for iPhone,Jamie Zaves,1194437982,http://www.facebook.com/profile.php?id=1194437982,https://graph.facebook.com/1194437982/picture,www.crazy4xyng.com,Step # 1:  Watch  NOW!,1194437982_340120136105427,http://www.crazy4xyng.com/,"I don't share this info often, but today is a day to show others the love that has been given to me by Laci Rainbolt Friend, Carrie Robaina, Jennifer McKinney and so many others. These products have saved my life. I changed my eating, my exercise.....my whole life. I have tried to do these things before, and failed. Countless times. In 2011 I paid over $20,000 in medical bills. Sick all of the time. 3 bone marrow biopsies. Treatments that insurance wouldn't cover. I am sharing this because I want whoever out there needs to listen to this testimony video to listen. If you don't have any desire, please just disregard and move on. But I have to share what has helped me. Go to www.crazy4xyng.com and watch the video on the opening page. Then message me your thoughts and questions and I will put you in a drawing for a free product. If you are ready to order and get well, then tell me that too and we will make it happen today. Here's to love ;)",Crazy 4 Xyng,Facebook for iPhone (6628568379),Laci Rainbolt Friend,Carrie Robaina,Jennifer McKinney,648711746,1404747842,809065577,link,Crazy 4 Xyng,200,"Thu, 14 Feb 2013 15:48:32 +0000",http://crazy4xyng.com,0,Crazy 4 Xyng - Step #1,http://www.crazy4xyng.com/,Laci Rainbolt Friend,Person,Person,0,1,1,1,Carrie Robaina,Person,Person,0,1,1,1,Jennifer McKinney,Person,Person,11,3,1,1,whole life,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mostly_female,3,twitterfeed,Carrion,Carrion ,2354291,http://a0.twimg.com/profile_images/906412506/image_normal.jpg,http://twitter.com/carrion,twitter,"Thu, 14 Feb 2013 15:48:32 +0000",Cheap Caravan Insurance Step cheap caravan insurance before comparing quotes online.: .VoI,207616,http://twitter.com/carrion/statuses/207616,31,en,100,207616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feliciaha,4591998,18303208076,,,"Thu, 14 Feb 2013 15:48:32 +0000",,,,,,,,,,,,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Cheap Caravan Insurance Step cheap caravan insurance before comparing quotes online.: .VoI,Carrion ,http://carrion.com,,,12151,181,208,Carrion,http://a0.twimg.com/profile_images/906412506/image_normal.jpg,en,,,2354291,2354291,,"Wed, 25 Jul 2012 15:23:25 +0000",0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
