demographic/gender,interaction/schema/version,interaction/source,interaction/author/username,interaction/author/name,interaction/author/id,interaction/author/avatar,interaction/author/link,interaction/type,interaction/created_at,interaction/content,interaction/id,interaction/link,language/tag,language/confidence,twitter/created_at,twitter/id,twitter/mention_ids/0,twitter/mentions/0,twitter/source,twitter/text,twitter/user/name,twitter/user/description,twitter/user/location,twitter/user/statuses_count,twitter/user/followers_count,twitter/user/friends_count,twitter/user/screen_name,twitter/user/profile_image_url,twitter/user/lang,twitter/user/id,twitter/user/id_str,twitter/user/created_at,twitter/user/url,twitter/in_reply_to_screen_name,twitter/in_reply_to_user_id,twitter/in_reply_to_status_id,klout/score,salience/content/entities/0/name,salience/content/entities/0/type,salience/content/entities/0/label,salience/content/entities/0/sentiment,salience/content/entities/0/evidence,salience/content/entities/0/confident,salience/content/entities/0/about,salience/content/entities/1/name,salience/content/entities/1/type,salience/content/entities/1/label,salience/content/entities/1/sentiment,salience/content/entities/1/evidence,salience/content/entities/1/confident,salience/content/entities/1/about,salience/content/entities/2/name,salience/content/entities/2/type,salience/content/entities/2/label,salience/content/entities/2/sentiment,salience/content/entities/2/evidence,salience/content/entities/2/confident,salience/content/entities/2/about,salience/content/entities/3/name,salience/content/entities/3/type,salience/content/entities/3/label,salience/content/entities/3/sentiment,salience/content/entities/3/evidence,salience/content/entities/3/confident,salience/content/entities/3/about,salience/content/entities/4/name,salience/content/entities/4/type,salience/content/entities/4/label,salience/content/entities/4/sentiment,salience/content/entities/4/evidence,salience/content/entities/4/confident,salience/content/entities/4/about,salience/content/entities/5/name,salience/content/entities/5/type,salience/content/entities/5/label,salience/content/entities/5/sentiment,salience/content/entities/5/evidence,salience/content/entities/5/confident,salience/content/entities/5/about,salience/content/entities/6/name,salience/content/entities/6/type,salience/content/entities/6/label,salience/content/entities/6/sentiment,salience/content/entities/6/evidence,salience/content/entities/6/confident,salience/content/entities/6/about,salience/content/entities/7/name,salience/content/entities/7/type,salience/content/entities/7/label,salience/content/entities/7/sentiment,salience/content/entities/7/evidence,salience/content/entities/7/confident,salience/content/entities/7/about,salience/content/entities/8/name,salience/content/entities/8/type,salience/content/entities/8/label,salience/content/entities/8/sentiment,salience/content/entities/8/evidence,salience/content/entities/8/confident,salience/content/entities/8/about,salience/content/entities/9/name,salience/content/entities/9/type,salience/content/entities/9/label,salience/content/entities/9/sentiment,salience/content/entities/9/evidence,salience/content/entities/9/confident,salience/content/entities/9/about,salience/content/entities/10/name,salience/content/entities/10/type,salience/content/entities/10/label,salience/content/entities/10/sentiment,salience/content/entities/10/evidence,salience/content/entities/10/confident,salience/content/entities/10/about,salience/content/sentiment,twitter/retweet/text,twitter/retweet/id,twitter/retweet/user/name,twitter/retweet/user/description,twitter/retweet/user/location,twitter/retweet/user/statuses_count,twitter/retweet/user/followers_count,twitter/retweet/user/friends_count,twitter/retweet/user/screen_name,twitter/retweet/user/profile_image_url,twitter/retweet/user/lang,twitter/retweet/user/time_zone,twitter/retweet/user/utc_offset,twitter/retweet/user/listed_count,twitter/retweet/user/id,twitter/retweet/user/id_str,twitter/retweet/user/geo_enabled,twitter/retweet/user/created_at,twitter/retweet/source,twitter/retweet/count,twitter/retweet/created_at,twitter/retweeted/id,twitter/retweeted/user/name,twitter/retweeted/user/url,twitter/retweeted/user/description,twitter/retweeted/user/location,twitter/retweeted/user/statuses_count,twitter/retweeted/user/followers_count,twitter/retweeted/user/friends_count,twitter/retweeted/user/screen_name,twitter/retweeted/user/profile_image_url,twitter/retweeted/user/lang,twitter/retweeted/user/listed_count,twitter/retweeted/user/id,twitter/retweeted/user/id_str,twitter/retweeted/user/geo_enabled,twitter/retweeted/user/verified,twitter/retweeted/user/created_at,twitter/retweeted/source,twitter/retweeted/created_at,links/code/0,links/created_at/0,links/normalized_url/0,links/retweet_count/0,links/title/0,links/url/0,twitter/domains/0,twitter/hashtags/0,twitter/links/0,twitter/user/time_zone,twitter/user/listed_count,twitter/user/utc_offset,twitter/user/geo_enabled,links/hops/0/0,links/hops/0/1,twitter/retweet/mentions/0,twitter/retweet/mention_ids/0,twitter/retweeted/user/time_zone,twitter/retweeted/user/utc_offset,salience/content/entities/0/themes/0,salience/content/entities/0/themes/1,salience/content/entities/0/themes/2,salience/content/entities/1/themes/0,salience/content/entities/1/themes/1,salience/content/entities/1/themes/2,salience/content/entities/2/themes/0,salience/content/entities/2/themes/1,salience/content/entities/2/themes/2,salience/content/entities/3/themes/0,salience/content/entities/3/themes/1,salience/content/entities/3/themes/2,salience/content/entities/4/themes/0,salience/content/entities/4/themes/1,salience/content/entities/4/themes/2,salience/content/entities/5/themes/0,salience/content/entities/5/themes/1,salience/content/entities/5/themes/2,salience/content/entities/6/themes/0,salience/content/entities/6/themes/1,salience/content/entities/6/themes/2,salience/content/entities/7/themes/0,salience/content/entities/7/themes/1,salience/content/entities/7/themes/2,salience/content/entities/8/themes/0,salience/content/entities/8/themes/1,salience/content/entities/8/themes/2,links/hops/0/2,twitter/retweet/links/0,twitter/retweet/domains/0,facebook/author/name,facebook/author/id,facebook/author/link,facebook/author/avatar,facebook/id,facebook/message,facebook/source,facebook/type,links/code/1,links/created_at/1,links/normalized_url/1,links/retweet_count/1,links/title/1,links/url/1,twitter/domains/1,twitter/links/1
,3,Twitter for iPhone,Maj.edmon,Atkinson ,7217861,http://a0.twimg.com/profile_images/275236813/image_normal.jpg,http://twitter.com/maj.edmon,twitter,"Thu, 14 Feb 2013 15:48:31 +0000",I now have 35p in my bank.. O,48773697461,http://twitter.com/maj.edmon/statuses/48773697461,en,64,"Thu, 14 Feb 2013 15:48:31 +0000",48773697461,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I now have 35p in my bank.. O,Atkinson ,,Devon,10009,412,305,Maj.edmon,http://a0.twimg.com/profile_images/275236813/image_normal.jpg,en,7217861,7217861,"Thu, 01 Dec 2011 22:55:51 +0000",http://maj.edmon.com,Armageddonman,7358915,56332736019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,Ask.fm,Bacillus,Bacillus ,7303567,http://a0.twimg.com/profile_images/715272040/image_normal.jpg,http://twitter.com/bacillus,twitter,"Thu, 14 Feb 2013 15:48:30 +0000","hola bri...hobbies? — Hoolaa
emm
Nosee Andar en Patines y Jugar al Volley  :D http://t.co/icj8ZgLw",92435627360,http://twitter.com/bacillus/statuses/92435627360,es,63,"Thu, 14 Feb 2013 15:48:30 +0000",92435627360,,,"<a href=""http://ask.fm/"" rel=""nofollow"">Ask.fm</a>","hola bri...hobbies? — Hoolaa
emm
Nosee Andar en Patines y Jugar al Volley  :D http://t.co/icj8ZgLw",Bacillus ,,Buenos Aires ,1451,302,393,Bacillus,http://a0.twimg.com/profile_images/715272040/image_normal.jpg,es,7303567,7303567,"Mon, 06 Feb 2012 01:27:39 +0000",http://bacillus.com,Anne-marie,3484725,33866523392,,Jugar al Volley,Person,Person,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Thu, 14 Feb 2013 15:48:31 +0000",http://ask.fm/BrisaNatalia/answer/28838931981,0,hola bri...hobbies? | ask.fm/BrisaNatalia,http://ask.fm/BrisaNatalia/answer/28838931981,ask.fm,,http://ask.fm/a/2kbmeeco,Buenos Aires,,-10800,,http://ask.fm/a/2kbmeeco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
female,3,Twitter for Android,Tantematt,Baptiste ,7371055,http://a0.twimg.com/profile_images/0/image_normal.jpg,http://twitter.com/tantematt,twitter,"Thu, 14 Feb 2013 15:48:31 +0000","RT @Fatos15Anos: ""cara vc tem alzheimer"" ""vc tbm"" ""eu oq"" ""vc"" ""td e vc?"" ""oi"" ""aurora boreal"" ""união soviética"" ""jacaré n tem pescoço""",0,http://twitter.com/tantematt/statuses/0,pt,100,,0,,,,,,,,,,,,,,,,,,Tantematt,1789155,64843592303,32,"""cara vc tem alzheimer""",Quote,Quote,0,1,1,0,"""vc tbm""",Quote,Quote,0,1,1,0,"""eu oq""",Quote,Quote,0,1,1,0,"""vc""",Quote,Quote,0,1,1,0,"""td e vc?""",Quote,Quote,0,1,1,0,"""oi""",Quote,Quote,0,1,1,0,"""aurora boreal""",Quote,Quote,0,1,1,0,"""união soviética""",Quote,Quote,0,1,1,0,"""jacaré n tem pescoço""",Quote,Quote,0,1,1,0,,,,,,,,,,,,,,,0,"""cara vc tem alzheimer"" ""vc tbm"" ""eu oq"" ""vc"" ""td e vc?"" ""oi"" ""aurora boreal"" ""união soviética"" ""jacaré n tem pescoço""",302081897427763200,Erica H.,"Be brave, follow dreams, say fuck you to everybody, fight for what you believe in and make your dreams your reality... ",London,2490,119,166,erikisha_,http://a0.twimg.com/profile_images/2383789615/uqskk5mp5ksvaqjvw8ad_normal.jpeg,en,Brasilia,-10800,1,605708160,605708160,,"Mon, 11 Jun 2012 18:13:42 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",79,"Thu, 14 Feb 2013 15:48:31 +0000",302079752850792448,Fatos 15 Anos ,https://www.facebook.com/FatosHumor,Gosta de Humor? Então me siga! aqui você terá humor em 140 caracteres.,Brasil,5069,210609,14,Fatos15Anos,http://a0.twimg.com/profile_images/3224582974/e25bcd724b15b1cb45f7e28b141457b2_normal.png,pt,100,330952612,330952612,,,"Thu, 07 Jul 2011 12:23:56 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","Thu, 14 Feb 2013 15:40:00 +0000",,,,,,,,,,,,,,,,,,Brasilia,-10800,cara vc,união soviética,jacaré n,cara vc,união soviética,jacaré n,cara vc,união soviética,jacaré n,cara vc,união soviética,jacaré n,cara vc,união soviética,jacaré n,cara vc,união soviética,jacaré n,cara vc,união soviética,jacaré n,cara vc,união soviética,jacaré n,cara vc,união soviética,jacaré n,,,,,,,,,,,,,,,,,,,
,3,Twitter for iPad,Boobytrap,Boobytrap ,3523628,http://a0.twimg.com/profile_images/820670047/image_normal.jpg,http://twitter.com/boobytrap,twitter,"Thu, 14 Feb 2013 15:48:31 +0000","RT @BeckonsTruth: Instead of arresting people for using drugs, what if the Federal Government arrested bank CEO's for harboring... http: ...",48398114112,http://twitter.com/boobytrap/statuses/48398114112,en,87,,48398114112,,,,,,,,,,,,,,,,,,Victo,2307106,21787952305,46,CEO,Job Title,Job Title,-4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,"Instead of arresting people for using drugs, what if the Federal Government arrested bank CEO's for harboring... http://t.co/pXEYvZS3",302081898988072960,Fotini Ellwood,"Greek mother of three, living overseas & despairing at the state of my country",,15190,530,876,EllwoodF,http://a0.twimg.com/profile_images/2883517291/b6835744b46c41edb7ccc2c6aa9d5b8f_normal.jpeg,en,,,7,480392961,480392961,,"Wed, 01 Feb 2012 13:01:20 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1,"Thu, 14 Feb 2013 15:48:31 +0000",302081075319013377,TruthBeckons,https://www.facebook.com/truthBECKONS,"240,000 Facebook ... Join us!
https://www.facebook.com/truthBECKONS Some tweets, not all (pic shares from other pages), will require FB log in ...",Earth,109764,2997,3165,BeckonsTruth,http://a0.twimg.com/profile_images/2676501813/ffb7257c2e0f210a39bc64466f85ab1d_normal.jpeg,en,85,439070206,439070206,,,"Sat, 17 Dec 2011 10:04:36 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Thu, 14 Feb 2013 15:45:15 +0000",200,"Thu, 14 Feb 2013 15:45:17 +0000",https://facebook.com/login.php?next=http://www.facebook.com/truthBECKONS/posts/428457137239088,0,Log in | Facebook,https://www.facebook.com/login.php?next=http%3A%2F%2Fwww.facebook.com%2FtruthBECKONS%2Fposts%2F428457137239088,,,,,,,,http://fb.me/1lbFLFUZG,http://www.facebook.com/truthBECKONS/posts/428457137239088,,,Pacific Time (US & Canada),-28800,arresting people,using drugs,bank ceo,,,,,,,,,,,,,,,,,,,,,,,,,http://www.facebook.com/login.php?next=http%3A%2F%2Fwww.facebook.com%2FtruthBECKONS%2Fposts%2F428457137239088,http://fb.me/1lbFLFUZG,fb.me,,,,,,,,,,,,,,,,
,3,Tweetbot for iOS,Annherd,Aura ,9301325,http://a0.twimg.com/profile_images/539329667/image_normal.jpg,http://twitter.com/annherd,twitter,"Thu, 14 Feb 2013 15:48:31 +0000","“@bloodhound: Pendant que la Grèce souffre, Goldman Sachs se remplit les poches : 
http://t.co/4vEJPcB4 #OpGm”",34104745252,http://twitter.com/annherd/statuses/34104745252,fr,100,"Thu, 14 Feb 2013 15:48:31 +0000",34104745252,4809753,bloodhound,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","“@bloodhound: Pendant que la Grèce souffre, Goldman Sachs se remplit les poches : 
http://t.co/4vEJPcB4 #OpGm”",Aura ,,Paris,46087,1480,1698,Annherd,http://a0.twimg.com/profile_images/539329667/image_normal.jpg,fr,9301325,9301325,"Fri, 05 Jun 2009 16:39:43 +0000",http://annherd.com,Bloodhound,4809753,4,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Thu, 14 Feb 2013 14:09:40 +0000",http://agoravox.fr/actualites/europe/article/pendant-que-la-grece-souffre-129258,0,"Pendant que la Grèce souffre, Goldman Sachs se remplit les poches - AgoraVox le média citoyen",http://www.agoravox.fr/actualites/europe/article/pendant-que-la-grece-souffre-129258,www.agoravox.fr,OpGm,http://www.agoravox.fr/actualites/europe/article/pendant-que-la-grece-souffre-129258,Amsterdam,40,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,web,Barrier,Barrier ,3175260,http://a0.twimg.com/profile_images/711507454/image_normal.jpg,http://twitter.com/barrier,facebook,"Thu, 14 Feb 2013 15:48:32 +0000","God adroitly design you and supernaturally attached your life with a great purpose. Discover it, and live for it; that will make you the best amongst the greatest.

-Richmond Eze Okezie",81177964434,http://twitter.com/barrier/statuses/81177964434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richmond Eze Okeizie Gpd,100000763963747,http://www.facebook.com/profile.php?id=100000763963747,https://graph.facebook.com/100000763963747/picture,100000763963747_494514323917362,"God adroitly design you and supernaturally attached your life with a great purpose. Discover it, and live for it; that will make you the best amongst the greatest.

-Richmond Eze Okezie",web,status,,,,,,,,
,3,Saezuri,Fredmyers,Boomerang ,4014689,http://a0.twimg.com/profile_images/899899323/image_normal.jpg,http://twitter.com/fredmyers,twitter,"Thu, 14 Feb 2013 15:48:32 +0000",RT @bertram: Ada yg tw akun twitter #expresstaxi ?? Td ada kjadian yg agk nyebelin. &gt;&gt;  @,96105128037,http://twitter.com/fredmyers/statuses/96105128037,id,100,"Thu, 14 Feb 2013 15:48:32 +0000",96105128037,3685780,bertram,"<a href=""http://bit.ly/UDldit"" rel=""nofollow"">Saezuri</a>",RT @bertram: Ada yg tw akun twitter #expresstaxi ?? Td ada kjadian yg agk nyebelin. &gt;&gt;  @,Boomerang ,," 21°25'21.06N,  39°49'34.35E",51014,454,1010,Fredmyers,http://a0.twimg.com/profile_images/899899323/image_normal.jpg,en,4014689,4014689,"Wed, 03 Jun 2009 07:06:26 +0000",http://fredmyers.com,Bertram,3685780,73681848915,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,expresstaxi,,Jakarta,5,25200,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,web,Asmodeus,Asmodeus ,7025434,http://a0.twimg.com/profile_images/662192620/image_normal.jpg,http://twitter.com/asmodeus,twitter,"Thu, 14 Feb 2013 15:48:32 +0000","@absalom ainda não entendi pq cê disse ""td bem?"" kkk",97534070489,http://twitter.com/asmodeus/statuses/97534070489,pt,100,"Thu, 14 Feb 2013 15:48:32 +0000",97534070489,2042,absalom,web,"@absalom ainda não entendi pq cê disse ""td bem?"" kkk",Asmodeus ,,¢яια∂σ ∂ια ²5 ∂є Jυℓнσ,31664,4140,326,Asmodeus,http://a0.twimg.com/profile_images/662192620/image_normal.jpg,pt,7025434,7025434,"Fri, 06 Apr 2012 23:35:36 +0000",http://asmodeus.com,Absalom,2042,44846716709,41,"""td bem?""",Quote,Quote,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brasilia,6,-10800,true,,,,,,,pq cê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
female,3,Twitter for iPhone,Cativ,Cat Iv ,3181795,http://a0.twimg.com/profile_images/484368136/image_normal.jpg,http://twitter.com/cativ,twitter,"Thu, 14 Feb 2013 15:48:32 +0000",RT @Williams_Coburn: Fantastic morning with session stylist Bea Watson from bumble  and bumble...some great new trends and ideas x,30784421949,http://twitter.com/cativ/statuses/30784421949,en,100,,30784421949,,,,,,,,,,,,,,,,,,Amphibius,7806532,33967615803,,Bea Watson,Person,Person,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Fantastic morning with session stylist Bea Watson from bumble  and bumble...some great new trends and ideas x,302081900527378432,Laura,24 - Female - Scorpio♏ - Liverpool❤ Hairdresser & ERC-Volunteer☺ LoveMyFamily&Friends LoveHolidays&Sunshine☀ LoveMusic&TheirLyrics,,1404,220,497,lawzmanning,http://a0.twimg.com/profile_images/2772708170/f922eb1566195145b74e6b3269de7908_normal.jpeg,en,London,,,426492963,426492963,true,"Fri, 02 Dec 2011 09:23:03 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1,"Thu, 14 Feb 2013 15:48:32 +0000",302077617429966848,williams & coburn ,http://www.williamsandcoburnhaircompany.co.uk,"Our Passion & Desire is 2 make every women look & feel beautiful. Its not what we do, its the WAY we do it! Hair/Nail/Threading Spa, Aigburth Rd L19 01514276333",Liverpool Aigburth.,1886,709,1644,Williams_Coburn,http://a0.twimg.com/profile_images/1164223408/LOGO_jpeg_normal.jpg,en,1,212005014,212005014,true,,"Thu, 04 Nov 2010 21:46:28 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Thu, 14 Feb 2013 15:31:30 +0000",,,,,,,,,,,,,,,,,,,,fantastic morning,session stylist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mostly_male,3,twitterfeed,Sebastian,Black King ,4228221,http://a0.twimg.com/profile_images/644375770/image_normal.jpg,http://twitter.com/sebastian,twitter,"Thu, 14 Feb 2013 15:48:32 +0000","Social M. Marketing: Baked Beans Firm Heinz Sold For $28bn: Heinz, famous for its baked bea... http://t.co/c8VxHJR9 http://t.co/i1sp0SUZ",45376843144,http://twitter.com/sebastian/statuses/45376843144,en,100,"Thu, 14 Feb 2013 15:48:32 +0000",45376843144,,,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","Social M. Marketing: Baked Beans Firm Heinz Sold For $28bn: Heinz, famous for its baked bea... http://t.co/c8VxHJR9 http://t.co/i1sp0SUZ",Black King ,,London Malaga,1219,122,28,Sebastian,http://a0.twimg.com/profile_images/644375770/image_normal.jpg,en,4228221,4228221,"Fri, 14 Jan 2011 00:40:33 +0000",http://sebastian.com,Blacktaloniii,79696,571555,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Thu, 14 Feb 2013 13:29:07 +0000",http://news.sky.com/story/1052158/ketchup-maker-heinz-sold-for-18bn,0,Ketchup-Maker Heinz Sold For £18bn,http://news.sky.com/story/1052158/ketchup-maker-heinz-sold-for-18bn,bit.ly,,http://bit.ly/Wq17XM,London,1,,,http://bit.ly/Wq17XM,http://news.sky.com/story/1052158?utm_source=twitterfeed&utm_medium=twitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,"Thu, 14 Feb 2013 03:32:02 +0000",http://bamboo-media.eu,0,Bamboo-Media,http://www.bamboo-media.eu,www.bamboo-media.eu,http://www.bamboo-media.eu

